mean_silence_duration,variance_silence_duration,mean_activity_duration,variance_activity_duration,60_percentile_activity_duration,90_percentile_activity_duration,tcp_upload_bytes_std_dev,tcp_download_bytes_std_dev,udp_upload_bytes_std_dev,udp_download_bytes_std_dev,tcp_upload_bytes_mean,tcp_download_bytes_mean,udp_upload_bytes_mean,udp_download_bytes_mean,95_percentile_upload_bytes,98_percentile_upload_bytes,95_percentile_download_bytes,98_percentile_download_bytes,bytes_mean,bytes_std_dev,packets_mean,packets_std_dev
5.085,18.120,1.298,0.464,1.000,2.000,43.138,221.121,0.000,0.000,35.873,119.123,0.000,0.000,123.550,163.000,403.850,611.340,154.997,250.834,1.710,1.956
5.149,22.552,1.234,0.264,1.000,2.000,42.990,217.805,0.000,0.000,34.443,112.033,0.000,0.000,123.550,163.000,367.800,607.080,146.477,247.438,1.633,1.941
5.213,19.785,1.196,0.244,1.000,2.000,41.501,216.934,0.000,0.000,33.463,110.787,0.000,0.000,123.000,160.060,356.400,607.080,144.250,245.677,1.590,1.886
5.413,21.199,1.133,0.160,1.000,1.600,38.577,214.035,0.000,0.000,32.530,111.013,0.000,0.000,123.000,134.520,356.300,566.640,143.543,239.663,1.540,1.733
5.682,24.126,1.136,0.163,1.000,1.700,39.452,213.210,0.000,0.000,31.520,105.257,0.000,0.000,123.000,134.520,356.300,566.640,136.777,238.864,1.467,1.721
5.705,25.754,1.140,0.167,1.000,1.800,38.221,211.495,0.000,0.000,30.797,105.837,0.000,0.000,123.000,134.000,356.050,460.120,136.633,236.634,1.447,1.693
5.682,26.035,1.163,0.183,1.000,2.000,38.793,211.455,0.000,0.000,30.263,104.883,0.000,0.000,123.000,134.520,356.050,458.480,135.147,237.189,1.430,1.734
5.744,29.725,1.262,0.384,1.000,2.000,38.573,212.354,257.434,101.595,30.530,107.277,15.127,7.607,123.000,134.520,378.150,564.040,160.540,419.524,1.503,1.936
5.744,30.376,1.262,0.384,1.000,2.000,39.649,212.027,257.434,101.595,30.320,105.573,15.127,7.607,123.000,160.060,378.150,566.080,158.627,419.501,1.477,1.940
5.523,30.295,1.326,0.545,1.000,2.000,36.013,125.683,892.796,8184.804,27.463,93.270,147.053,705.910,134.000,4476.340,449.200,821.820,973.697,8755.732,2.447,10.664
5.738,29.431,1.439,0.734,1.000,2.000,36.047,126.762,892.796,8184.804,27.997,96.690,147.053,705.910,134.000,4476.340,453.150,821.820,977.650,8755.366,2.480,10.661
5.690,33.833,1.452,0.724,1.000,2.000,36.187,127.949,1182.544,79212.541,27.473,95.303,222.813,5283.890,135.450,4990.500,474.400,1813.480,5629.480,79961.052,6.830,74.179
5.386,33.055,1.465,0.714,1.000,2.000,36.727,129.257,1182.544,79212.541,27.510,95.077,222.813,5283.890,135.450,4990.500,474.400,1813.480,5629.290,79961.069,6.830,74.179
5.386,33.555,1.465,0.714,1.000,2.000,36.463,124.670,1182.544,79212.541,26.663,89.743,222.813,5283.890,135.450,4990.500,474.400,1813.480,5623.110,79961.486,6.797,74.182
5.690,34.071,1.452,0.724,1.000,2.000,36.286,124.228,1182.544,79212.541,25.997,87.497,222.813,5283.890,135.450,4990.500,474.400,1813.480,5620.197,79961.686,6.763,74.184
5.762,33.943,1.415,0.682,1.000,2.000,36.574,123.781,1182.544,79212.541,25.120,81.703,222.813,5283.890,135.450,4990.500,486.400,1813.480,5613.527,79962.145,6.703,74.189
5.976,32.316,1.375,0.684,1.000,2.000,34.813,120.103,1182.544,79212.541,23.330,76.607,222.813,5283.890,134.000,4990.500,478.800,1813.480,5606.640,79962.610,6.623,74.193
5.744,30.190,1.262,0.479,1.000,2.000,35.406,122.132,1156.901,79212.983,23.597,78.173,207.687,5276.283,134.000,4990.500,470.100,1813.480,5585.740,79963.290,6.577,74.192
6.225,37.874,1.275,0.499,1.000,2.000,35.268,134.655,1156.901,79212.983,23.463,80.020,207.687,5276.283,134.000,4990.500,470.100,1813.480,5587.453,79963.195,6.570,74.192
6.946,43.889,1.194,0.323,1.000,2.000,36.318,130.834,789.688,78829.556,24.853,78.883,75.760,4577.980,123.000,134.580,344.050,620.200,4757.477,79531.444,5.527,73.502
6.842,35.028,1.081,0.075,1.000,1.000,35.456,131.294,789.688,78829.556,23.063,75.723,75.760,4577.980,123.000,134.580,344.050,620.200,4752.527,79531.735,5.447,73.507
7.000,34.270,1.139,0.175,1.000,1.500,35.023,128.338,733.572,10452.805,22.663,73.277,99.587,630.817,123.550,2102.060,397.150,763.640,826.343,10977.479,1.973,12.675
7.676,43.042,1.147,0.184,1.000,1.700,36.080,129.955,733.572,10452.805,23.073,75.040,99.587,630.817,134.000,2102.060,402.250,763.640,828.517,10977.366,1.990,12.681
7.222,41.451,1.143,0.180,1.000,1.600,36.175,133.023,733.572,10452.805,23.243,76.633,99.587,630.817,134.000,2102.060,445.500,763.640,830.280,10977.292,2.003,12.682
7.222,40.284,1.143,0.180,1.000,1.600,109.662,316.904,733.572,10452.805,28.603,95.677,99.587,630.817,134.000,2102.060,469.050,1138.140,854.683,10982.619,2.077,12.785
7.457,39.734,1.147,0.184,1.000,1.700,109.611,315.413,733.572,10452.805,27.927,93.090,99.587,630.817,134.000,2102.060,455.700,1138.140,851.420,10982.782,2.047,12.785
6.789,39.008,1.135,0.171,1.000,1.400,109.969,315.861,733.572,10452.805,29.183,94.720,99.587,630.817,134.000,2102.060,469.050,1138.140,854.307,10982.608,2.097,12.784
7.706,48.149,1.152,0.189,1.000,1.800,109.546,314.518,733.572,10452.805,27.003,87.547,99.587,630.817,134.000,2102.060,455.700,1138.140,844.953,10983.171,1.993,12.784
8.548,58.506,1.167,0.206,1.000,2.000,109.240,307.685,733.572,10452.805,24.993,77.693,99.587,630.817,134.000,2102.060,445.500,763.780,833.090,10983.737,1.897,12.785
8.548,59.151,1.167,0.206,1.000,2.000,109.442,308.496,733.572,10452.805,24.060,75.837,99.587,630.817,134.000,2102.060,445.500,763.780,830.300,10983.964,1.843,12.788
8.250,59.500,1.161,0.200,1.000,2.000,109.999,307.666,733.572,10452.805,25.317,77.073,99.587,630.817,134.000,2102.060,423.750,763.780,832.793,10983.790,1.890,12.790
8.375,54.734,1.032,0.031,1.000,1.000,109.914,308.290,0.000,0.000,26.070,81.880,0.000,0.000,84.850,160.060,320.350,438.620,107.950,414.925,1.007,2.246
8.061,51.511,1.030,0.029,1.000,1.000,109.661,308.990,0.000,0.000,26.327,84.087,0.000,0.000,80.150,134.580,320.350,438.620,110.413,415.646,1.020,2.212
7.765,51.239,1.059,0.055,1.000,1.000,110.189,310.200,0.000,0.000,27.403,87.180,0.000,0.000,120.000,163.000,348.200,444.600,114.583,417.444,1.060,2.258
6.763,47.339,1.132,0.114,1.000,2.000,39.799,131.065,0.000,0.000,25.243,81.970,0.000,0.000,120.000,163.000,370.250,491.160,107.213,163.890,1.153,1.680
6.000,41.333,1.171,0.142,1.000,2.000,40.296,136.977,0.000,0.000,26.673,87.793,0.000,0.000,120.000,163.000,390.400,499.720,114.467,169.564,1.230,1.718
6.122,33.863,1.195,0.157,1.000,2.000,39.743,140.827,0.000,0.000,27.197,93.513,0.000,0.000,120.000,163.000,407.550,503.640,120.710,173.001,1.267,1.715
5.591,27.651,1.256,0.237,1.000,2.000,40.486,149.202,336.165,119.615,29.910,104.667,20.150,9.760,120.150,163.220,444.400,582.220,164.487,483.871,1.470,2.147
5.283,18.072,1.239,0.225,1.000,2.000,40.407,150.276,336.165,119.615,31.340,110.113,20.150,9.760,120.150,163.220,452.750,582.220,171.363,483.792,1.547,2.153
4.878,14.026,1.271,0.239,1.000,2.000,40.300,152.116,336.165,119.615,33.197,117.387,20.150,9.760,120.150,163.000,452.750,582.980,180.493,483.814,1.647,2.161
5.043,14.977,1.340,0.267,1.000,2.000,41.032,164.814,336.165,119.615,33.730,120.597,20.150,9.760,123.000,163.220,467.350,680.380,184.237,488.882,1.687,2.247
4.796,13.428,1.354,0.270,1.000,2.000,41.946,164.829,336.165,119.615,34.577,121.120,20.150,9.760,123.000,174.000,467.350,680.380,185.607,489.088,1.720,2.265
4.700,13.450,1.327,0.261,1.000,2.000,41.297,162.325,336.165,119.615,34.540,118.887,20.150,9.760,123.000,163.220,452.750,680.380,183.337,487.877,1.723,2.263
4.620,13.596,1.380,0.356,1.000,2.000,41.309,196.958,336.165,119.615,35.597,133.660,20.150,9.760,123.000,174.000,499.200,784.540,199.167,499.984,1.803,2.296
4.529,12.955,1.380,0.356,1.000,2.000,41.935,197.289,336.165,119.615,35.063,130.673,20.150,9.760,123.000,174.000,498.250,784.540,195.647,500.700,1.777,2.309
4.451,13.346,1.431,0.481,1.000,2.000,41.979,194.933,1158.531,2703.578,35.243,129.270,164.027,274.557,135.300,3510.440,558.200,1703.240,603.097,3640.288,2.417,6.036
4.353,12.895,1.500,0.827,1.000,2.000,42.999,199.966,1311.425,3110.396,36.673,134.283,224.440,395.037,174.000,4838.940,730.800,1852.240,790.433,4194.530,2.753,6.728
3.911,12.153,1.473,0.758,1.000,2.000,63.334,207.562,1290.942,3111.132,38.660,134.893,228.997,395.490,175.300,4422.040,707.100,2587.240,798.040,4192.069,2.743,6.702
3.789,8.973,1.474,0.741,1.000,2.000,63.539,207.139,1290.942,3111.132,40.173,138.433,228.997,395.490,175.300,4422.040,707.100,2587.240,803.093,4191.284,2.807,6.693
3.741,8.709,1.456,0.739,1.000,2.000,63.188,206.987,1290.942,3111.132,39.203,135.373,228.997,395.490,175.300,4422.040,705.050,2587.240,799.063,4191.821,2.770,6.693
3.860,13.138,1.429,0.745,1.000,2.000,62.550,204.170,1290.942,3111.132,37.860,133.190,228.997,395.490,174.000,4422.040,705.050,2587.240,795.537,4192.163,2.707,6.680
4.036,14.690,1.444,0.765,1.000,2.000,62.479,204.387,1321.782,3112.145,36.127,126.837,246.443,405.093,175.450,4823.740,731.250,2587.240,814.500,4208.388,2.680,6.748
4.037,15.480,1.519,0.805,1.000,2.000,173.145,235.883,1345.049,3113.830,49.597,139.640,261.697,412.523,1708.350,4823.740,853.800,2947.880,863.457,4230.560,2.857,6.933
4.412,17.497,1.500,0.770,1.000,2.000,173.497,660.120,1694.705,3187.242,47.873,164.483,322.200,453.260,2087.100,5234.960,795.900,5534.560,987.817,4835.346,2.873,7.320
4.500,17.050,1.531,0.902,1.000,2.000,177.499,662.562,1717.796,3190.278,49.580,168.687,346.527,466.127,2518.200,5234.960,986.750,5534.560,1030.920,4851.137,2.940,7.410
5.065,23.061,1.457,0.683,1.000,2.000,177.784,664.138,1331.972,1727.514,49.180,171.717,202.650,201.330,257.000,3713.420,765.000,2029.200,624.877,3298.702,2.280,4.953
5.021,27.595,1.391,0.412,1.000,2.000,178.110,662.596,1266.930,802.856,48.560,165.923,175.223,99.467,257.000,2582.700,727.900,1957.260,489.173,2644.849,2.087,4.264
4.978,27.760,1.578,0.733,1.400,2.600,172.182,659.791,1779.095,65567.940,45.907,163.310,328.397,4110.327,2308.900,4870.060,918.200,3145.540,4647.940,66685.230,6.193,63.229
5.900,46.440,1.641,0.794,2.000,3.000,172.151,660.056,1779.095,65567.940,43.050,156.427,328.397,4110.327,2308.900,4870.060,918.200,3145.540,4638.200,66685.884,6.067,63.238
5.732,58.635,1.585,0.779,1.000,3.000,172.598,661.234,1779.095,65567.940,43.230,157.693,328.397,4110.327,2308.900,4870.060,981.150,3145.540,4639.647,66685.806,6.067,63.239
5.227,48.857,1.628,0.792,2.000,3.000,172.857,661.361,1779.095,65567.940,45.373,163.067,328.397,4110.327,2308.900,4870.060,1022.400,3145.540,4647.163,66685.304,6.157,63.234
4.809,45.431,1.609,0.803,1.000,3.000,172.690,661.902,1757.117,65568.435,47.450,173.700,310.950,4100.723,2001.600,4752.340,918.200,3145.540,4632.823,66685.078,6.223,63.224
4.729,43.614,1.553,0.758,1.000,3.000,64.666,652.766,1739.803,65568.773,36.023,167.660,295.697,4093.293,782.350,4752.340,790.450,3145.540,4592.673,66685.880,6.123,63.212
4.269,39.697,1.529,0.720,1.000,3.000,207.397,288.773,1430.124,65566.995,49.957,145.433,259.540,4063.290,2012.500,4752.340,979.000,3130.760,4518.220,66651.150,6.153,63.182
4.451,39.306,1.460,0.608,1.000,2.100,203.946,278.843,1400.795,65567.553,46.517,134.973,235.213,4050.423,419.450,4162.380,771.450,2571.180,4467.127,66652.748,6.003,63.179
4.264,32.194,1.423,0.590,1.000,2.000,203.576,275.058,1400.795,65567.553,46.460,133.947,235.213,4050.423,419.450,4162.380,746.750,2571.180,4466.043,66652.801,6.027,63.177
4.520,34.530,1.451,0.640,1.000,3.000,283.008,354.632,1324.745,65568.124,58.497,154.883,202.227,4031.807,299.000,3468.860,746.850,2571.180,4447.413,66651.117,5.983,63.165
4.740,34.872,1.286,0.327,1.000,2.000,283.107,353.215,469.254,219.300,58.630,151.360,44.820,20.493,156.000,297.800,463.600,1055.740,275.303,929.908,1.867,3.021
4.278,11.275,1.278,0.312,1.000,2.000,283.038,354.226,469.254,219.300,61.353,160.283,44.820,20.493,156.200,297.800,475.550,1055.740,286.950,929.285,1.997,3.036
4.588,11.615,1.294,0.325,1.000,2.000,282.777,353.353,469.254,219.300,60.230,159.950,44.820,20.493,156.000,297.800,486.100,1055.740,285.493,928.735,1.960,3.000
4.091,11.210,1.364,0.413,1.000,2.000,286.129,350.072,1382.502,64712.680,64.360,164.430,205.550,3820.427,279.900,3985.400,740.750,2568.820,4254.767,65856.786,5.897,62.388
3.927,11.267,1.556,2.136,1.000,2.000,286.439,352.655,1881.521,75774.635,66.150,169.517,386.007,6208.513,3388.500,5489.140,1261.150,3221.000,6830.187,77290.864,8.630,74.035
4.250,12.649,1.549,2.248,1.000,2.000,285.797,351.592,1881.521,75774.635,63.697,164.100,386.007,6208.513,3388.500,5489.140,1261.150,3221.000,6822.317,77291.525,8.540,74.039
4.480,12.490,1.520,2.290,1.000,2.100,208.063,272.532,1860.608,75775.382,50.697,148.303,361.660,6197.780,2684.550,5436.220,978.050,3221.000,6758.440,77294.410,8.430,74.035
4.420,11.324,1.580,2.324,1.000,3.000,207.856,273.108,1860.608,75775.382,51.897,151.507,361.660,6197.780,2684.550,5436.220,978.050,3221.000,6762.843,77294.036,8.480,74.031
4.132,10.869,1.558,2.247,1.000,2.900,208.396,275.679,1860.608,75775.382,51.953,149.017,361.660,6197.780,2684.550,5436.220,978.050,3221.000,6760.410,77294.258,8.473,74.034
4.113,9.949,1.577,2.321,1.000,2.900,66.937,166.369,1860.608,75775.382,39.460,131.547,361.660,6197.780,2616.500,5436.220,795.150,3053.380,6730.447,77295.759,8.393,74.036
3.981,7.685,1.574,2.245,1.000,2.700,67.415,182.062,1830.439,75775.991,40.260,140.243,341.187,6188.020,2230.150,5338.680,795.150,2198.820,6709.710,77295.787,8.357,74.028
3.800,8.342,1.655,2.408,1.000,3.000,83.116,195.459,1851.926,75775.143,45.190,150.117,365.517,6200.873,2629.800,5338.680,972.000,3206.260,6761.697,77293.048,8.590,74.026
3.517,7.284,1.684,2.356,1.000,3.000,83.776,191.314,1882.288,75773.689,47.113,151.217,401.447,6221.517,2754.900,5338.680,1228.600,3206.260,6821.293,77290.094,8.787,74.025
4.038,7.244,1.623,1.669,1.000,3.000,69.467,193.940,1405.848,39650.561,41.060,140.507,272.037,2434.893,2073.100,4553.860,966.750,2061.380,2888.497,40716.478,4.850,40.243
4.058,7.593,1.712,2.898,1.000,3.000,843124.952,2993.633,613.018,318.631,113464.080,566.043,123.280,62.437,2287.950,1077142.920,1171.000,5951.140,114215.840,846118.197,17.213,115.233
3.636,6.813,1.818,2.912,1.400,3.000,843124.611,2993.097,698.053,372.558,113466.617,571.950,171.020,88.920,2592.800,1077142.920,1761.250,5951.140,114298.507,846107.252,17.467,115.207
3.364,6.522,2.130,4.039,2.000,4.700,843124.583,2992.926,1841.401,14686.810,113466.827,574.837,490.900,1527.883,4798.850,1077142.920,3532.400,18580.700,116060.447,846017.743,19.717,116.449
3.382,6.309,2.111,4.025,2.000,4.700,843124.529,2993.159,1841.401,14686.810,113467.227,577.910,490.900,1527.883,4798.850,1077142.920,3532.400,18580.700,116063.920,846017.271,19.740,116.448
3.291,6.097,2.164,3.882,2.000,4.600,843124.206,2992.121,1841.401,14686.810,113469.627,590.603,490.900,1527.883,4798.850,1077142.920,3532.400,18580.700,116079.013,846015.208,19.847,116.432
3.236,5.853,2.218,3.916,2.000,4.600,843123.659,2991.909,1910.994,14690.489,113473.703,594.370,552.523,1564.793,4980.550,1077142.920,6005.350,18580.700,116185.390,846001.235,20.153,116.411
3.035,5.332,2.228,3.790,2.000,4.400,843123.613,2991.558,1917.481,14689.713,113474.047,591.357,579.773,1574.150,4980.550,1077142.920,6005.350,18580.700,116219.327,845996.639,20.263,116.395
3.123,4.739,2.140,3.700,2.000,4.000,843124.328,2992.221,1914.697,14689.634,113468.717,581.753,577.670,1571.527,4980.550,1077142.920,6005.350,18580.700,116199.667,845999.273,20.060,116.417
3.053,4.190,2.172,3.694,2.000,4.000,843124.149,2991.782,1967.474,14701.142,113470.050,584.757,626.510,1624.103,6032.200,1077142.920,7920.650,18580.700,116305.420,845985.621,20.243,116.400
2.619,3.315,2.177,4.017,2.000,4.000,920322.612,3383.499,2077.773,27526.358,135193.653,693.090,707.463,3291.637,7778.250,1962398.860,9354.150,27996.600,139885.843,923571.162,27.260,147.032
2.933,6.729,2.067,2.562,2.000,4.000,375583.854,1621.808,2082.588,27527.144,21772.197,264.533,691.443,3285.630,4881.750,8122.000,3736.850,17432.140,26013.803,378040.866,12.270,93.021
2.903,6.475,1.967,2.556,2.000,4.000,375583.859,1621.761,2321.643,83603.377,21772.117,264.327,725.313,7840.780,4925.500,9085.100,7920.650,21923.880,30602.537,386152.005,16.520,119.191
2.953,6.357,1.734,1.508,1.000,3.000,375583.802,1621.331,1623.734,82414.374,21773.107,267.000,405.433,6401.817,3036.050,5556.420,1185.500,8415.120,28847.357,385957.640,14.333,117.910
2.806,5.619,1.672,1.474,1.000,3.000,375583.882,1620.459,1623.734,82414.374,21771.717,262.163,405.433,6401.817,3036.050,5556.420,1185.500,8415.120,28841.130,385958.095,14.277,117.914
2.794,5.369,1.618,1.471,1.000,3.000,375583.951,1619.393,1623.734,82414.374,21770.517,254.357,405.433,6401.817,3036.050,5556.420,1185.500,8415.120,28832.123,385958.755,14.220,117.919
2.855,6.356,1.515,1.309,1.000,3.000,375584.166,1618.580,1535.332,82415.885,21766.763,244.913,343.810,6364.907,2949.200,5133.020,1094.150,8415.120,28720.393,385965.698,13.913,117.924
2.940,6.773,1.561,1.519,1.000,3.000,375583.879,1637.943,1569.556,82415.424,21771.803,265.693,361.647,6372.963,3030.050,5133.020,1252.800,8415.120,28772.107,385962.300,13.990,117.922
2.838,6.930,1.597,1.494,1.000,3.000,375583.746,1638.099,2717.265,117588.273,21774.123,266.940,547.980,13280.560,3466.400,7068.120,2312.800,10464.740,35869.603,394987.326,20.787,142.913
3.062,8.058,1.554,1.293,1.000,3.000,375583.854,1638.467,2657.761,117593.517,21772.257,260.243,471.440,13213.700,2956.500,5556.420,1185.500,9148.600,35717.640,394998.796,20.490,142.935
3.593,10.411,1.492,0.894,1.000,3.000,94.348,304.452,2554.441,115412.485,49.910,155.410,359.167,11532.857,867.000,4108.560,725.150,2909.420,12097.343,117559.220,13.440,110.752
3.600,13.840,1.377,0.628,1.000,3.000,83.854,304.597,2550.613,115412.599,45.813,149.240,356.710,11531.373,867.000,3969.720,725.150,2887.200,12083.137,117560.100,13.330,110.757
3.860,15.489,1.429,0.745,1.000,3.000,81.899,309.129,2308.856,84393.346,43.223,148.393,275.100,6949.740,807.800,3769.040,724.000,2450.900,7416.457,86329.265,8.820,81.783
4.208,17.410,1.453,0.776,1.000,3.000,81.756,308.537,2308.856,84393.346,42.527,142.730,275.100,6949.740,807.800,3769.040,724.000,2450.900,7410.097,86329.795,8.780,81.786
4.500,18.570,1.531,0.820,1.000,3.000,82.593,309.229,2308.856,84393.346,43.117,145.060,275.100,6949.740,807.800,3769.040,724.000,2450.900,7413.017,86329.555,8.793,81.785
4.809,18.325,1.609,0.890,1.000,3.000,82.083,309.258,2308.856,84393.346,43.190,146.947,275.100,6949.740,807.800,3769.040,724.000,2450.900,7414.977,86329.391,8.793,81.784
4.294,17.580,1.588,0.870,1.000,3.000,93.259,311.879,2327.089,84392.817,46.953,155.153,300.097,6957.353,863.000,3969.720,725.150,2779.200,7459.557,86327.045,8.947,81.782
4.208,17.334,1.453,0.587,1.000,3.000,93.569,175.781,2300.961,84393.580,44.393,133.690,265.937,6946.120,791.650,3334.780,682.200,1052.200,7390.140,86330.814,8.813,81.786
4.283,17.297,1.404,0.548,1.000,2.900,88.128,174.042,476.649,215.877,43.007,133.783,69.097,30.483,257.000,944.620,623.300,875.780,276.370,752.860,2.037,2.838
4.500,19.930,1.500,0.970,1.000,3.000,87.098,177.996,2262.746,41253.671,42.417,137.290,302.720,3537.413,257.000,3765.120,665.750,2050.980,4019.840,43020.738,5.893,43.021
4.170,15.952,1.519,0.942,1.000,3.000,88.199,177.804,2271.815,41253.231,43.750,140.250,315.503,3544.943,297.000,3967.560,674.200,2447.400,4044.447,43020.188,6.023,43.036
3.982,15.036,1.473,0.904,1.000,3.000,88.703,180.309,2266.102,41253.217,44.950,143.597,315.593,3545.067,337.000,3765.680,850.300,2712.460,4049.207,43019.256,6.063,43.030
3.873,13.566,1.582,0.971,1.000,3.000,89.665,172.725,2272.106,41252.240,46.873,143.147,336.230,3558.353,1987.250,3765.680,907.200,2712.460,4084.603,43017.092,6.213,43.024
3.483,12.083,1.542,0.858,1.000,3.000,88.697,171.871,2294.032,41250.872,46.580,145.203,379.140,3577.813,2026.000,4014.480,1071.600,2712.460,4148.737,43014.095,6.323,43.020
3.393,11.222,1.550,0.881,1.000,3.000,89.769,174.838,2296.153,41250.533,46.847,144.767,386.253,3582.730,2027.850,4014.480,1105.800,2712.460,4160.597,43013.536,6.373,43.024
3.593,14.174,1.517,0.870,1.000,3.000,90.946,176.426,2296.153,41250.533,45.307,139.740,386.253,3582.730,2027.850,4014.480,1105.800,2712.460,4154.030,43014.157,6.293,43.035
3.945,15.215,1.537,0.878,1.000,2.700,92.154,182.647,2297.090,41250.221,43.510,135.473,387.430,3585.827,2027.850,4008.400,1178.300,2345.480,4152.240,43013.983,6.223,43.039
4.250,15.764,1.549,0.914,1.000,3.000,73.607,180.718,2401.063,77467.354,40.287,134.767,419.260,7383.713,2027.850,4671.080,1178.300,2712.460,7978.027,79021.860,9.783,75.956
4.189,15.738,1.500,0.904,1.000,2.900,72.991,178.714,2394.836,77467.554,39.220,130.137,407.540,7381.523,2026.000,4671.080,1178.300,2712.460,7958.420,79023.393,9.703,75.961
