mean_silence_duration,variance_silence_duration,mean_activity_duration,variance_activity_duration,60_percentile_activity_duration,90_percentile_activity_duration,tcp_upload_bytes_std_dev,tcp_download_bytes_std_dev,udp_upload_bytes_std_dev,udp_download_bytes_std_dev,tcp_upload_bytes_mean,tcp_download_bytes_mean,udp_upload_bytes_mean,udp_download_bytes_mean,95_percentile_upload_bytes,98_percentile_upload_bytes,95_percentile_download_bytes,98_percentile_download_bytes,bytes_mean,bytes_std_dev,packets_mean,packets_std_dev
5.372,38.559,1.643,1.563,1.000,3.000,646502.927,2972.162,548.868,360.619,89452.353,513.743,76.530,46.193,164.050,62334.560,730.100,4479.700,90088.820,649399.343,16.723,120.229
5.500,38.440,1.643,1.563,1.000,3.000,646502.848,2972.362,558.787,483.541,89452.923,518.607,71.010,49.880,164.050,63236.160,730.100,7237.420,90092.420,649399.024,16.773,120.232
5.500,38.488,1.683,1.534,2.000,3.000,646502.801,2971.965,558.787,483.541,89453.267,519.133,71.010,49.880,184.000,63236.160,692.000,7237.420,90093.290,649398.901,16.773,120.231
5.850,40.777,1.650,0.927,2.000,3.000,368397.266,1994.214,555.303,488.875,28683.980,265.163,70.333,49.700,134.000,2563.600,478.000,2073.240,29069.177,370363.264,7.723,86.215
5.805,44.791,1.550,0.798,1.000,2.100,329397.451,1845.918,555.303,488.875,19078.690,212.607,70.333,49.700,134.000,770.100,444.400,980.860,19411.330,331225.943,6.397,83.486
5.925,40.419,1.575,0.794,1.400,2.100,329397.457,1845.818,555.303,488.875,19078.603,208.887,70.333,49.700,134.000,770.100,438.700,980.860,19407.523,331226.163,6.387,83.487
5.925,35.469,1.615,0.852,1.800,3.000,329397.482,1846.117,555.303,488.875,19078.157,209.177,70.333,49.700,134.000,770.100,471.050,980.860,19407.367,331226.174,6.373,83.488
5.780,34.562,1.575,0.844,1.000,3.000,329397.428,1846.202,555.303,488.875,19079.100,213.407,70.333,49.700,134.000,770.100,472.250,980.860,19412.540,331225.875,6.413,83.485
5.442,27.084,1.571,0.816,1.000,2.900,329397.349,1846.912,555.303,488.875,19080.470,221.657,70.333,49.700,134.000,770.100,523.400,1081.800,19422.160,331225.323,6.483,83.482
5.558,27.409,1.452,0.676,1.000,2.000,603156.918,2706.525,548.812,449.625,48364.517,343.317,61.750,41.710,134.000,770.100,552.500,2189.200,48811.293,605803.660,13.013,140.729
6.256,27.986,1.436,0.656,1.000,2.000,506370.800,1993.071,684.232,478.546,29314.393,231.153,86.070,53.237,135.450,770.100,552.500,1430.360,29684.853,508343.808,8.220,113.616
6.125,27.409,1.375,0.584,1.000,2.000,506370.876,1991.888,638.450,258.733,29313.070,220.563,84.927,35.270,135.450,2507.640,532.050,1025.020,29653.830,508345.153,8.047,113.607
6.308,28.264,1.421,0.770,1.000,2.000,506370.825,1992.040,674.368,266.137,29313.990,216.000,103.273,40.537,163.550,2665.100,557.900,1182.920,29673.800,508344.097,8.027,113.609
6.605,21.239,1.324,0.435,1.000,2.000,506370.968,1991.882,604.248,230.397,29311.497,218.700,79.017,29.990,134.000,2510.060,494.900,1077.080,29639.203,508345.933,7.947,113.609
5.721,20.527,1.286,0.395,1.000,2.000,506370.828,1991.809,604.248,230.397,29313.907,227.247,79.017,29.990,134.000,2510.060,552.500,1077.080,29650.160,508345.299,8.070,113.603
6.225,20.824,1.244,0.331,1.000,2.000,506370.898,1992.291,656.710,257.632,29312.697,225.627,94.640,39.580,135.450,2665.100,673.500,1283.860,29672.543,508344.155,8.080,113.610
5.326,19.220,1.222,0.306,1.000,2.000,506370.803,1991.986,684.552,267.127,29314.343,228.927,106.137,43.797,174.500,2915.180,673.500,1375.020,29693.203,508343.028,8.183,113.606
5.239,18.617,1.283,0.377,1.000,2.000,506370.760,1991.911,712.479,269.786,29315.097,233.490,117.920,46.133,184.000,2935.300,673.500,1375.020,29712.640,508341.965,8.257,113.603
4.898,18.132,1.250,0.354,1.000,2.000,985001.328,4109.833,712.479,269.786,113301.603,587.627,117.920,46.133,217.450,4681.800,915.700,2495.560,114053.283,989082.950,21.430,175.763
5.261,21.193,1.289,0.383,1.000,2.000,847782.620,3611.094,640.274,238.317,84016.560,461.133,99.510,38.690,184.950,3490.720,732.400,1392.400,84615.893,851375.298,14.753,134.795
5.422,24.111,1.273,0.380,1.000,2.000,847782.572,3611.245,493.585,172.094,84017.037,458.680,75.190,27.163,174.500,2935.300,616.850,1375.020,84578.070,851378.859,14.703,134.796
5.857,27.265,1.317,0.412,1.000,2.000,847782.351,3611.343,538.179,233.991,84019.283,458.137,81.660,34.250,184.000,3490.720,616.850,1392.400,84593.330,851377.435,14.737,134.797
5.929,35.304,1.244,0.233,1.000,2.000,847782.634,3611.675,491.620,225.387,84016.420,452.967,63.313,28.983,163.550,3490.720,567.400,1392.400,84561.683,851380.511,14.660,134.804
6.024,41.048,1.293,0.305,1.000,2.000,847782.655,3612.351,568.935,310.991,84016.207,445.683,87.623,49.097,184.000,3579.860,656.000,2196.960,84598.610,851376.974,14.683,134.806
6.730,45.495,1.378,0.614,1.000,2.000,847782.845,3612.791,919.290,377.008,84014.293,440.610,144.797,63.887,217.450,4662.020,757.450,2259.720,84663.587,851370.981,14.687,134.810
6.553,45.458,1.378,0.614,1.000,2.000,847782.817,3612.720,883.464,359.597,84014.570,438.800,129.173,54.297,185.500,3834.880,656.000,2212.680,84636.840,851373.543,14.623,134.809
7.969,47.405,1.452,0.699,1.000,2.000,847782.937,3613.072,862.377,352.726,84013.360,435.723,117.677,50.080,174.000,3834.880,582.850,2212.680,84616.840,851375.484,14.550,134.816
8.355,52.100,1.367,0.632,1.000,2.000,847783.051,3613.541,839.449,350.723,84012.207,430.323,105.893,47.743,174.000,3834.880,649.250,2212.680,84596.167,851377.495,14.470,134.824
8.600,48.707,1.448,0.661,1.000,2.000,81.783,138.352,894.397,376.310,27.917,70.937,131.210,58.427,160.000,2928.240,509.450,984.560,288.490,1224.782,1.373,3.052
8.161,51.877,1.567,1.312,1.000,2.000,96.190,220.011,1265.761,674.954,31.193,77.500,255.530,123.790,892.450,5265.940,695.150,2730.120,488.013,1945.025,1.680,3.899
8.129,47.209,1.548,1.280,1.000,2.000,399657.807,2281.495,1265.761,674.954,23144.717,205.583,255.530,123.790,2037.900,5508.860,757.300,3040.980,23729.620,401911.574,6.720,87.948
8.161,35.619,1.567,1.379,1.000,2.100,399657.924,2285.318,1232.275,654.117,23142.637,213.263,231.120,110.950,591.050,5508.860,695.150,2741.100,23697.970,401913.162,6.660,87.944
8.161,34.135,1.567,1.379,1.000,2.100,399657.901,2285.266,1232.275,654.117,23143.037,216.833,231.120,110.950,591.050,5508.860,695.150,2741.100,23701.940,401912.930,6.680,87.943
7.114,26.044,1.457,0.877,1.000,2.000,399657.839,2285.122,1201.450,620.033,23144.097,226.320,206.810,90.837,176.000,5508.860,653.050,2510.360,23668.063,401914.652,6.700,87.936
6.676,24.273,1.432,0.840,1.000,2.000,399657.800,2285.259,1410.235,65436.464,23144.780,226.820,244.850,3872.267,280.600,5508.860,654.050,2727.320,27488.717,407111.100,10.300,107.488
6.282,24.561,1.447,0.826,1.000,2.000,399657.701,2285.305,1457.879,65435.486,23146.527,226.770,289.960,3896.473,2543.750,5511.800,696.200,2904.600,27559.730,407106.872,10.463,107.491
5.714,22.490,1.463,0.834,1.000,2.000,399657.593,2285.153,1969.755,65434.149,23148.403,226.230,429.190,3935.493,3392.050,8981.500,1006.000,3640.940,27739.317,407098.404,10.777,107.510
5.558,17.782,1.452,0.819,1.000,2.000,399657.656,2284.936,1994.106,65471.354,23147.327,221.613,448.650,4076.960,3520.450,8981.500,1578.550,4679.280,27894.550,407097.333,10.963,107.572
5.605,16.006,1.405,0.812,1.000,2.000,399657.742,2285.213,1974.148,65471.868,23145.780,224.660,423.333,4066.277,3392.050,8981.500,968.000,4679.280,27860.050,407099.359,10.907,107.569
5.762,15.991,1.381,0.617,1.000,2.000,399657.897,2279.250,1771.095,65473.406,23143.053,222.300,299.013,4000.913,203.700,5900.660,667.300,2937.480,27665.280,407109.651,10.650,107.564
5.651,16.832,1.326,0.545,1.000,2.000,66.118,205.216,1771.095,65473.406,28.520,92.103,299.013,4000.913,174.000,5517.540,655.450,2890.740,4420.550,66272.968,5.567,62.372
5.545,16.930,1.302,0.537,1.000,2.000,79.224,150.042,1794.237,65472.910,30.477,84.670,323.680,4011.463,203.700,5517.540,667.300,2890.740,4450.290,66272.799,5.627,62.381
5.523,17.249,1.295,0.526,1.000,2.000,79.298,153.887,1794.237,65472.910,30.963,87.840,323.680,4011.463,203.700,5517.540,732.300,2890.740,4453.947,66272.573,5.667,62.380
5.721,18.155,1.286,0.537,1.000,2.000,79.027,148.085,1794.237,65472.910,30.297,83.883,323.680,4011.463,203.700,5517.540,732.300,2890.740,4449.323,66272.859,5.623,62.381
5.721,15.922,1.286,0.585,1.000,2.000,77.984,153.617,1489.032,2488.935,30.727,89.937,241.180,225.490,160.700,4517.940,729.050,2656.520,587.333,3376.031,2.040,6.056
6.073,18.409,1.275,0.599,1.000,2.000,65.668,154.999,1490.209,2480.397,28.437,90.027,218.970,208.887,158.100,4517.940,581.800,1666.100,546.320,3349.189,1.930,5.862
6.513,24.045,1.211,0.535,1.000,1.300,59.184,153.174,695.707,2457.700,24.790,84.393,107.990,177.880,135.200,2710.720,541.950,927.180,395.053,2904.995,1.573,4.933
6.325,24.519,1.205,0.522,1.000,1.200,59.842,157.757,641.848,260.403,25.733,89.313,100.310,38.587,158.100,2710.720,541.950,842.720,253.943,898.464,1.393,2.726
6.462,23.684,1.231,0.536,1.000,2.000,57.978,148.903,738.938,2330.767,23.730,83.887,125.943,184.997,135.300,2998.700,580.100,930.400,418.557,2598.799,1.603,4.453
6.220,22.854,1.125,0.159,1.000,1.100,57.771,141.079,738.938,2330.767,22.977,78.667,125.943,184.997,135.300,2998.700,514.400,930.400,412.583,2598.931,1.543,4.424
6.375,21.534,1.154,0.181,1.000,2.000,57.750,144.168,738.938,2330.767,23.463,81.560,125.943,184.997,135.300,2998.700,578.050,930.400,415.963,2598.745,1.580,4.434
5.929,20.066,1.214,0.264,1.000,2.000,57.921,149.740,738.440,2330.815,24.770,87.260,125.847,185.160,135.300,2998.700,580.100,1086.220,423.037,2598.161,1.650,4.446
5.378,18.724,1.318,0.353,1.000,2.000,59.633,714.311,738.440,2330.815,26.540,134.633,125.847,185.160,160.150,2998.700,605.900,1107.980,472.180,2688.099,1.770,4.548
5.356,18.140,1.283,0.333,1.000,2.000,59.558,714.911,768.421,2334.194,27.293,142.253,138.567,193.067,163.550,3377.720,623.200,1664.600,501.180,2710.651,1.883,4.732
5.304,16.864,1.244,0.274,1.000,2.000,59.694,714.557,738.474,2328.265,26.627,136.160,125.853,182.820,135.300,2998.700,601.200,1107.980,471.460,2686.179,1.787,4.647
4.918,14.565,1.229,0.260,1.000,2.000,59.487,716.709,629.701,2326.621,28.637,147.877,102.953,175.217,134.000,2739.140,601.200,1086.220,454.683,2645.639,1.810,4.523
4.800,8.960,1.224,0.256,1.000,2.000,74.103,716.321,642.926,2331.396,31.953,149.283,99.230,179.897,134.000,2621.300,584.850,1115.800,460.363,2678.478,1.893,4.737
4.837,10.218,1.312,0.423,1.000,2.000,73.869,715.900,675.700,2970.723,31.640,148.053,112.710,295.860,160.150,2621.300,627.900,2577.600,588.263,3291.064,2.090,5.382
5.106,12.053,1.304,0.429,1.000,2.000,74.255,715.633,567.301,1868.956,32.050,147.413,87.077,149.450,135.300,2048.640,585.950,1120.720,415.990,2222.818,1.803,4.032
5.400,13.262,1.295,0.435,1.000,2.000,74.342,715.931,1078.855,64601.231,31.107,144.220,169.553,3896.413,163.000,2894.140,627.900,2577.600,4241.293,65358.730,5.400,61.142
5.149,14.169,1.261,0.410,1.000,2.000,75.170,716.778,1078.855,64601.231,31.020,144.617,169.553,3896.413,163.550,2894.140,627.900,2577.600,4241.603,65358.725,5.383,61.144
5.062,14.184,1.213,0.338,1.000,2.000,602487.612,2861.295,1036.605,64601.722,56290.310,407.587,144.983,3885.700,174.000,4605.720,925.100,3444.080,60728.580,608399.098,14.923,118.680
5.370,13.711,1.152,0.259,1.000,1.500,602487.741,2779.338,1036.605,64601.722,56288.933,357.820,144.983,3885.700,174.000,4605.720,617.450,2958.280,60677.437,608403.772,14.803,118.689
5.533,14.116,1.159,0.270,1.000,1.700,602487.837,2779.924,1014.661,64602.052,56287.903,355.893,132.263,3877.793,163.550,4605.720,653.850,2958.280,60653.853,608406.005,14.687,118.694
5.370,16.711,1.178,0.280,1.000,2.000,602487.817,2779.914,1014.661,64602.052,56288.123,358.250,132.263,3877.793,174.000,4605.720,653.850,2958.280,60656.430,608405.750,14.720,118.693
5.628,16.745,1.349,0.692,1.000,2.000,602487.451,2779.671,1062.120,64601.403,56292.057,359.457,163.023,3892.910,269.000,4720.380,845.600,3084.700,60707.447,608400.895,14.910,118.681
5.174,15.709,1.378,0.724,1.000,2.000,602486.628,2789.611,1018.710,64601.930,56301.123,382.237,138.497,3880.217,204.850,4589.340,845.600,3226.660,60702.073,608401.331,14.927,118.674
5.651,24.785,1.357,0.658,1.000,2.000,602485.849,2798.009,978.820,64582.242,56309.637,400.723,113.237,3762.080,184.950,3109.540,823.150,3226.660,60585.677,608409.896,14.777,118.667
5.477,22.704,1.341,0.634,1.000,2.000,602485.767,2797.683,978.820,64582.242,56310.523,408.053,113.237,3762.080,184.950,3109.540,823.150,3226.660,60593.893,608409.082,14.830,118.661
5.217,20.561,1.333,0.622,1.000,2.000,602485.659,2797.259,326.650,182.477,56311.680,414.007,30.760,15.117,174.000,2440.880,651.650,3083.860,56771.563,605248.366,11.230,102.109
5.043,19.275,1.370,0.624,1.000,2.000,602484.650,2805.381,326.650,182.477,56322.753,434.650,30.760,15.117,163.550,2543.880,823.150,3224.860,56803.280,605245.525,11.323,102.102
5.244,18.540,1.391,0.629,1.000,2.000,290.531,461.292,326.650,182.477,62.033,174.953,30.760,15.117,160.150,846.620,649.000,2649.320,282.863,865.789,1.747,2.888
5.021,17.978,1.391,0.629,1.000,2.000,290.441,461.746,326.650,182.477,61.907,177.990,30.760,15.117,160.150,846.620,649.000,2649.320,285.773,865.833,1.757,2.886
5.289,18.650,1.409,0.651,1.000,2.000,290.557,459.019,326.650,182.477,61.117,166.987,30.760,15.117,160.150,846.620,631.050,2649.320,273.980,865.282,1.703,2.892
4.957,18.168,1.457,0.639,1.000,2.000,292.970,456.883,1039.106,236.399,63.653,168.543,118.670,30.310,174.500,2592.880,649.050,2649.320,381.177,1369.591,1.850,3.148
5.378,24.146,1.318,0.308,1.000,2.000,289.739,454.232,1035.145,200.551,57.807,154.687,105.850,22.823,144.950,2592.880,632.850,2579.300,341.167,1344.536,1.643,3.031
5.628,22.885,1.349,0.413,1.000,2.000,299780.180,1535.795,1035.145,200.551,26957.620,276.923,105.850,22.823,163.000,3174.080,649.050,2649.320,27363.217,301243.445,8.727,87.466
5.106,15.372,1.277,0.328,1.000,2.000,299780.849,1542.787,1075.474,257.460,26949.810,275.767,123.080,32.237,163.000,4658.420,649.050,2826.700,27380.893,301242.103,8.763,87.463
5.545,22.884,1.302,0.350,1.000,2.000,299780.989,1542.978,1075.474,257.460,26948.247,265.360,123.080,32.237,144.950,4658.420,631.900,2826.700,27368.923,301243.179,8.680,87.469
6.024,33.975,1.325,0.369,1.000,2.000,299781.133,1543.046,1075.474,257.460,26946.643,259.060,123.080,32.237,144.950,4658.420,587.250,2826.700,27361.020,301243.890,8.623,87.474
5.786,33.787,1.390,0.433,1.000,2.000,299781.132,1545.025,1106.176,274.983,26946.657,260.803,138.710,39.693,163.000,4658.420,649.050,2829.440,27385.863,301241.916,8.707,87.473
6.256,36.601,1.436,0.605,1.000,2.000,299781.038,1544.437,1157.634,320.652,26947.730,255.637,166.340,51.323,529.600,5173.260,650.050,3091.100,27421.030,301239.181,8.737,87.476
5.927,34.800,1.425,0.594,1.000,2.000,299781.016,1544.383,1167.307,336.434,26947.980,257.027,175.587,57.387,752.750,5173.260,664.650,3091.100,27437.980,301237.755,8.777,87.474
6.282,50.151,1.447,0.616,1.000,2.000,299781.057,1544.248,1167.307,336.434,26947.523,258.860,175.587,57.387,752.750,5173.260,664.650,3091.100,27439.357,301237.631,8.770,87.474
6.526,51.618,1.405,0.619,1.000,2.000,299781.207,1544.289,632.117,302.364,26945.823,262.347,87.677,42.193,144.950,4628.040,544.050,3091.100,27338.040,301244.855,8.653,87.472
5.854,43.735,1.463,0.736,1.000,2.000,299780.015,1566.478,609.390,290.394,26959.993,290.147,85.017,42.160,174.000,4514.100,776.100,3115.140,27377.317,301241.611,8.843,87.475
5.927,45.873,1.425,0.594,1.000,2.000,287.318,786.669,936.216,739.928,49.833,190.617,127.583,81.830,134.500,3163.020,632.950,2829.340,449.863,1879.293,1.827,3.746
6.256,57.421,1.474,0.618,1.000,2.000,287.637,737.246,889.684,722.746,50.033,174.913,110.353,72.417,145.500,2900.080,583.250,1819.840,407.717,1808.947,1.723,3.604
5.222,44.173,1.477,0.613,1.000,2.000,290.677,738.660,939.226,741.954,54.087,186.533,134.887,85.100,210.000,3163.020,656.150,1885.600,460.607,1866.501,1.917,3.861
4.915,35.737,1.468,0.589,1.000,2.000,290.627,742.769,939.226,741.954,55.867,200.467,134.887,85.100,210.000,3163.020,909.700,1885.600,476.320,1866.269,2.003,3.870
5.289,35.761,1.409,0.560,1.000,2.000,232.190,699.137,902.798,736.099,45.303,179.103,119.257,77.643,174.000,2776.420,632.950,1649.460,421.307,1788.083,1.857,3.652
5.356,38.229,1.341,0.407,1.000,2.000,228.090,701.298,834.236,717.811,43.287,184.207,91.627,66.013,134.500,825.060,626.300,1207.940,385.133,1716.603,1.783,3.487
5.698,40.676,1.310,0.404,1.000,2.000,227.965,701.282,819.701,710.624,41.960,178.787,82.380,59.950,120.700,442.100,602.250,1196.060,363.077,1700.013,1.700,3.464
5.500,31.568,1.318,0.399,1.000,2.000,228.154,702.488,819.701,710.624,43.873,184.297,82.380,59.950,134.000,442.100,626.300,1196.060,370.500,1700.069,1.800,3.528
5.545,32.248,1.302,0.397,1.000,2.000,228.348,701.457,819.701,710.624,43.470,177.587,82.380,59.950,134.000,442.100,602.250,1196.060,363.387,1700.282,1.770,3.536
5.857,36.599,1.317,0.558,1.000,2.000,75.389,647.078,835.824,719.519,33.413,158.767,97.913,65.710,160.000,857.400,602.550,985.660,355.803,1652.659,1.717,3.051
6.410,40.293,1.316,0.584,1.000,2.000,75.123,190.774,436.957,230.790,31.633,112.397,55.347,26.040,134.000,790.660,521.650,958.540,225.417,696.988,1.510,2.595
6.436,52.810,1.289,0.574,1.000,2.000,73.707,186.974,436.957,230.790,30.900,109.297,55.347,26.040,120.700,790.660,516.200,958.540,221.583,695.695,1.503,2.575
7.559,65.188,1.303,0.635,1.000,2.000,69.843,331.016,354.050,202.304,30.873,127.297,40.753,21.007,120.700,258.520,516.200,959.200,219.930,760.712,1.497,2.802
8.419,76.631,1.300,0.677,1.000,2.000,69.304,319.799,354.050,202.304,29.893,118.520,40.753,21.007,120.000,258.520,497.350,772.260,210.173,755.988,1.450,2.769
9.103,82.851,1.286,0.704,1.000,2.000,69.304,318.767,354.050,202.304,28.960,115.483,40.753,21.007,120.700,258.520,489.750,772.260,206.203,755.759,1.403,2.758
9.321,82.504,1.444,0.988,1.000,2.400,69.360,313.062,354.050,202.304,29.493,112.847,40.753,21.007,120.700,258.520,436.000,723.920,204.100,753.165,1.420,2.756
8.226,79.723,1.452,0.893,1.000,2.000,82.540,314.179,818.014,1363.273,33.937,119.507,96.580,108.273,134.000,858.740,478.550,932.520,358.297,2218.946,1.783,4.557
7.667,77.919,1.469,0.937,1.000,2.900,81.945,313.772,910.886,1364.026,32.690,117.493,128.700,112.780,134.000,2923.120,518.950,929.060,391.663,2262.218,1.770,4.546
7.382,70.060,1.485,0.916,1.000,2.800,81.757,313.887,910.886,1364.026,32.797,117.153,128.700,112.780,134.000,2923.120,576.600,929.060,391.430,2262.239,1.787,4.567
8.226,75.659,1.406,0.554,1.000,2.000,67.380,310.346,937.804,1359.387,28.853,109.163,120.110,106.883,134.000,538.780,435.650,932.960,365.010,2267.473,1.660,4.526
7.412,42.360,1.412,0.536,1.000,2.000,67.547,315.132,937.804,1359.387,30.233,116.300,120.110,106.883,134.000,538.780,471.700,971.180,373.527,2267.373,1.730,4.532
7.143,39.494,1.429,0.531,1.000,2.000,67.441,317.283,937.804,1359.387,29.920,118.800,120.110,106.883,134.000,538.780,575.000,971.180,375.713,2267.508,1.733,4.535
6.526,29.144,1.405,0.457,1.000,2.000,56.338,152.541,966.783,1358.127,27.227,97.063,127.643,109.027,134.000,225.180,562.650,971.180,360.960,2230.202,1.693,4.317
6.526,35.828,1.405,0.457,1.000,2.000,56.691,149.441,966.783,1358.127,26.607,92.230,127.643,109.027,134.000,225.180,529.700,971.180,355.507,2230.590,1.653,4.324
6.526,41.934,1.405,0.457,1.000,2.000,56.841,154.015,966.783,1358.127,26.160,92.387,127.643,109.027,134.000,225.180,562.650,971.180,355.217,2231.057,1.653,4.360
6.605,39.449,1.324,0.273,1.000,2.000,72.171,154.537,1011.820,1368.437,26.587,85.777,152.087,122.037,134.000,3445.220,607.200,1130.300,386.487,2275.647,1.657,4.519
7.529,41.896,1.294,0.208,1.000,2.000,57.305,152.475,697.267,239.658,22.723,79.680,96.260,34.770,134.000,842.460,529.700,929.780,233.433,912.005,1.320,2.733
7.529,38.602,1.333,0.222,1.000,2.000,57.680,150.419,674.525,2743.297,23.170,80.677,93.997,196.033,134.000,842.460,529.700,1130.300,393.877,3084.136,1.590,5.143
8.094,38.085,1.281,0.202,1.000,2.000,56.225,153.420,674.525,2743.297,21.820,82.540,93.997,196.033,134.000,842.460,523.250,1130.300,394.390,3084.154,1.533,5.106
7.371,36.462,1.235,0.180,1.000,2.000,56.294,154.876,560.062,2742.018,22.487,86.543,71.773,188.573,120.000,225.880,503.950,874.900,369.377,3050.325,1.493,4.994
7.588,37.948,1.235,0.180,1.000,2.000,72.648,148.232,617.824,2744.523,24.150,82.867,87.100,196.013,134.000,853.240,503.950,881.380,390.130,3073.463,1.523,5.091
8.419,49.598,1.300,0.410,1.000,2.000,72.475,148.565,634.718,2744.916,24.063,82.633,96.293,201.240,134.000,2533.460,522.300,1034.260,404.230,3079.226,1.527,5.091
8.156,59.507,1.258,0.385,1.000,2.000,72.165,147.446,565.000,2742.957,22.950,78.943,78.820,191.447,134.000,853.240,492.500,774.020,372.160,3055.564,1.417,4.972
6.972,45.027,1.400,0.754,1.000,2.000,74.445,175.680,1086.087,4380.496,26.130,94.773,170.613,409.503,160.000,3913.100,645.050,1599.900,701.020,5230.493,2.033,7.979
